darkstore_id,latitude,longitude,avg_orders_last_2w,avg_distance_km_last_2w,avg_active_riders_last_2w,order_std_last_2w,rider_std_last_2w,temperature_c,rainfall_mm,humidity_percent,aqi,extreme_heat_hours_week,heavy_rain_hours_week,total_active_riders_week,num_claims_last_week,avg_earning_per_hour_last2w
DS_238,12.524316,80.26294,162,7.46,85,22.7,9.84,31.65,11.55,83.87,174,23,15,171,45,1398.66
DS_239,13.145472,79.826881,209,5.8,64,10.79,22.8,41.63,8.77,81.83,80,2,20,59,25,2094.45
DS_240,12.677111,80.057775,216,3.3,23,5.16,10.44,30.49,0.35,54.76,286,14,2,304,24,1945.86
DS_241,13.440459,80.485322,276,4.47,53,38.47,19.47,35.92,19.88,54.26,276,16,8,66,32,2446.05
DS_242,13.453929,80.094516,258,6.19,47,13.38,25.86,29.28,10.87,79.64,141,29,37,252,41,2430.54
DS_243,13.414864,80.151362,232,11.24,67,7.3,25.6,34.51,9.47,86.89,87,9,12,64,5,2084.14
DS_244,12.870159,80.436951,104,4.03,114,27.37,7.51,31.36,19.09,78.96,176,5,13,52,7,770.0
DS_245,12.515457,80.302083,59,6.13,117,20.6,20.68,30.33,3.12,70.28,107,22,5,455,8,473.25
DS_246,13.428319,80.207449,84,9.32,58,36.13,19.26,44.34,3.78,52.13,285,21,4,291,10,739.4
DS_247,12.928184,80.358463,129,9.05,25,9.83,10.61,28.2,16.16,66.29,230,13,22,361,23,1399.5
DS_248,13.466655,80.405056,55,11.66,107,10.97,13.57,40.75,5.22,51.68,163,8,4,236,5,398.03
DS_249,13.46362,80.119822,176,3.91,91,23.18,10.7,44.68,15.98,80.4,99,17,3,331,39,1672.77
DS_250,13.353009,80.132576,117,2.17,83,28.42,17.5,25.4,5.43,59.35,181,7,20,152,15,908.41
DS_251,12.794449,80.070236,239,5.22,92,42.09,24.7,38.98,0.66,81.68,141,5,11,284,16,2053.05
DS_252,12.885098,80.476694,293,3.5,39,31.35,26.69,30.06,10.34,59.08,229,24,21,227,23,2705.62
DS_253,13.351137,80.288016,58,7.48,77,45.62,22.52,25.81,3.93,81.21,208,13,22,136,6,538.19
DS_254,12.816922,79.858256,206,10.99,80,14.8,16.05,33.06,15.16,56.67,264,27,27,366,39,1866.14
DS_255,12.669493,80.404072,120,8.88,89,31.83,28.87,43.7,12.82,62.01,127,19,10,302,39,1040.48
DS_256,13.056801,80.136392,257,3.36,46,34.49,18.22,25.24,18.47,70.77,269,5,21,360,26,2288.84
DS_257,13.436155,79.848128,183,3.16,78,37.66,15.92,36.76,15.66,43.51,191,21,9,241,9,1547.65
DS_258,13.19603,80.184802,93,11.11,64,49.49,26.13,35.03,3.62,87.41,178,11,9,52,8,828.96
DS_259,13.070061,80.092015,113,6.88,48,26.06,7.98,42.47,16.0,68.68,92,9,8,207,9,958.97
DS_260,12.597176,80.414425,298,11.24,66,21.62,7.26,26.68,12.83,65.39,273,18,1,235,48,2666.69
DS_261,13.115007,79.942796,116,9.36,58,43.35,24.13,38.63,13.38,81.97,167,7,13,190,29,1273.21
DS_262,13.490054,80.378525,93,11.93,106,12.96,26.51,38.6,16.65,83.29,108,4,6,457,8,704.35
DS_263,12.640084,80.190382,165,10.71,72,6.67,4.96,38.38,11.48,66.11,110,9,16,374,45,1107.92
DS_264,13.01833,79.838227,255,6.14,108,24.96,23.63,43.85,9.32,86.36,90,10,23,440,25,2156.55
DS_265,13.377373,80.480292,191,9.58,43,16.12,14.46,41.46,12.73,43.24,67,19,19,100,33,1763.5
DS_266,13.240769,80.158831,186,6.71,66,22.84,22.0,25.84,5.96,45.66,237,13,7,359,34,1677.21
DS_267,13.197016,80.003614,277,4.33,106,49.37,6.64,34.42,3.65,69.84,246,13,23,228,26,2377.73
DS_268,13.202484,80.128585,200,4.41,71,20.68,29.27,32.96,12.33,57.7,283,1,19,204,19,1119.07
DS_269,12.859491,80.4005,106,5.97,48,36.86,26.79,31.2,4.68,63.21,128,28,8,317,23,972.59
DS_270,12.793592,80.013432,293,3.11,83,16.27,13.96,34.03,1.6,56.4,236,14,4,474,26,2565.34
DS_271,13.309361,79.934873,106,3.78,76,18.65,27.12,32.68,0.01,60.24,219,22,12,424,40,924.36
DS_272,13.310113,79.89035,192,7.01,71,15.94,27.16,33.65,12.17,81.13,257,2,6,162,18,1619.46
DS_273,13.367072,80.008502,241,11.54,38,30.75,15.45,44.59,7.24,69.67,277,8,16,169,17,2521.34
DS_274,13.413241,80.346034,56,7.78,108,15.17,28.57,26.77,15.05,89.87,213,2,16,138,49,411.14
DS_275,13.011342,80.130138,197,6.08,40,37.33,29.38,43.44,7.5,79.34,217,2,5,155,42,1760.74
DS_276,13.001516,79.959237,241,4.43,69,35.61,8.86,34.6,9.72,53.68,79,17,18,419,40,2166.05
DS_277,13.298295,79.916329,68,3.96,48,23.96,4.8,37.47,8.14,53.22,151,16,37,466,11,703.15
DS_278,13.149964,80.032911,183,8.58,88,6.15,11.94,41.6,13.01,56.79,264,13,2,256,39,1533.86
DS_279,13.201967,80.457947,228,10.48,10,6.02,16.2,32.21,7.12,82.16,60,2,8,80,17,2129.27
DS_280,13.295793,80.040119,88,5.99,65,28.98,5.5,33.61,19.28,41.36,173,0,20,316,7,718.76
DS_281,13.390005,80.491687,242,7.51,92,42.76,6.8,33.19,18.72,51.51,202,19,24,213,35,2123.74
DS_282,12.837995,80.139661,120,9.07,110,31.95,29.24,32.49,16.96,85.25,222,20,19,170,37,645.78
DS_283,12.875583,79.925415,276,2.58,67,24.6,22.91,43.51,18.41,71.99,228,8,24,183,15,2410.92
DS_284,12.593982,80.423798,74,5.51,100,44.7,26.62,41.58,8.98,51.34,220,21,24,172,12,605.61
DS_285,13.07828,80.122249,151,9.3,30,13.86,29.22,27.18,10.73,50.96,115,21,22,350,25,1494.31
DS_286,12.535942,80.29677,200,8.85,63,21.17,13.21,27.16,14.84,83.13,148,33,23,493,47,1892.06
DS_287,12.965598,80.488598,266,2.53,80,30.44,21.57,33.56,13.92,84.69,224,1,0,139,25,2219.11
DS_288,13.042645,79.835123,279,4.38,52,18.13,7.97,26.97,17.81,52.81,73,9,7,121,20,2435.21
DS_289,12.786541,79.867686,235,8.8,106,49.9,17.9,37.38,14.33,61.03,126,31,28,408,49,2098.78
DS_290,13.090833,80.30432,60,4.71,63,25.35,8.67,27.87,19.96,81.73,298,11,3,86,20,465.74
DS_291,12.5305,79.997278,211,10.14,11,7.33,7.33,35.45,6.97,78.55,283,18,21,150,7,2043.74
DS_292,12.537348,79.929011,80,2.3,23,12.92,5.66,25.14,16.66,80.7,214,2,9,161,32,685.45
DS_293,13.322601,79.827553,215,3.9,115,28.96,18.65,31.33,13.95,65.92,177,18,15,79,5,1818.35
DS_294,12.860191,79.815293,167,4.81,12,29.75,28.65,38.54,13.83,85.58,233,5,31,87,49,1594.64
DS_295,12.627061,80.34214,163,11.25,23,49.29,6.3,34.68,6.52,56.3,143,25,8,449,1,1577.1
DS_296,13.022243,79.894103,296,9.96,14,32.0,16.56,44.57,15.71,47.83,252,22,7,256,7,2777.1
DS_297,13.269994,80.127404,223,10.84,90,35.0,21.55,42.48,18.01,75.44,136,12,3,215,5,1959.83
DS_298,12.715821,80.224128,189,6.4,48,14.62,16.39,32.18,4.37,66.97,173,6,9,486,5,1653.04
DS_299,13.12289,80.099846,58,10.23,10,9.81,27.62,25.91,12.51,82.73,95,1,19,441,21,625.29
DS_300,12.585347,79.818975,190,10.53,52,32.09,7.49,41.91,7.84,44.06,205,21,3,58,24,1710.08
DS_301,12.551682,80.348451,241,6.0,101,43.92,3.65,43.22,19.79,82.18,142,19,15,326,45,2074.64
DS_302,13.031355,79.807359,299,11.94,111,31.43,13.34,41.41,9.58,54.66,298,10,11,218,30,2571.7
DS_303,13.040635,80.333323,69,10.51,68,24.93,18.0,27.56,4.57,72.74,229,29,15,374,34,498.69
DS_304,13.13743,80.425313,108,11.74,87,31.02,9.87,44.96,7.64,42.01,64,15,24,324,49,972.93
DS_305,13.226091,80.102988,134,10.66,90,26.09,7.55,30.17,13.08,70.48,222,13,10,298,4,1169.1
DS_306,13.475852,80.17488,199,9.76,24,11.38,24.73,39.48,1.52,75.86,107,22,1,161,21,1867.44
DS_307,13.0163,80.133888,114,11.44,55,38.35,8.09,43.16,12.07,58.44,244,14,15,129,47,1016.85
DS_308,12.822956,80.072446,281,6.2,16,28.99,14.95,29.71,18.62,50.77,250,19,22,67,24,2647.66
DS_309,13.295186,80.421197,109,9.83,51,22.97,28.77,43.17,17.01,66.88,121,18,18,129,17,840.66
DS_310,12.770832,80.425753,174,4.13,16,30.18,19.54,31.19,1.35,81.66,288,6,11,430,8,1626.7
DS_311,12.938971,80.035071,90,9.33,56,15.86,16.44,44.53,19.87,56.18,296,15,14,438,24,840.96
DS_312,12.578456,80.230549,130,9.85,97,24.26,12.73,30.63,13.97,52.62,274,3,16,244,28,1080.48
DS_313,12.525351,80.448835,222,9.17,99,33.01,17.05,44.07,3.25,53.95,147,11,22,248,32,1942.63
DS_314,13.462648,80.473441,53,10.5,87,15.18,22.83,26.07,0.25,87.46,122,22,15,165,42,484.45
DS_315,13.33598,80.156271,119,6.13,28,38.7,25.21,39.19,3.43,57.96,294,9,2,81,7,1104.0
DS_316,13.195974,80.116977,222,7.45,62,28.45,20.55,35.64,16.76,40.18,130,2,1,272,39,1915.69
DS_317,12.908953,79.995086,235,2.11,99,43.78,24.34,34.56,0.43,79.08,218,34,18,137,12,2032.3
DS_318,12.673294,80.47121,290,3.46,25,43.13,5.39,29.47,4.66,74.96,114,0,5,481,7,2608.55
DS_319,12.656437,79.89997,132,8.44,107,27.25,3.39,39.11,15.15,46.43,217,5,0,210,47,885.56
DS_320,12.750243,80.205881,143,7.62,71,13.8,22.83,28.82,11.72,89.25,54,4,14,377,49,1225.49
DS_321,13.049227,79.997785,200,3.97,75,38.15,10.07,36.06,15.65,70.4,271,22,11,435,40,1788.57
DS_322,13.214596,79.995306,209,4.43,74,23.84,26.7,30.06,14.92,65.04,252,14,12,359,43,1819.88
DS_323,13.160197,80.083478,112,5.44,60,31.76,17.47,44.11,1.01,59.11,77,24,7,152,26,1017.22
DS_324,12.779934,80.499155,297,9.16,45,9.83,15.92,25.57,17.85,84.93,87,10,8,347,2,2717.93
DS_325,13.454865,79.838476,270,8.1,44,33.42,23.87,28.99,4.54,52.2,130,19,0,212,32,2459.24
DS_326,13.237897,80.204979,57,2.7,116,21.81,23.01,29.85,11.07,54.29,291,31,18,151,30,408.17
DS_327,13.054354,79.857801,262,9.6,33,20.04,22.02,33.28,12.89,46.12,136,12,6,424,27,2389.49
DS_328,13.111721,79.908165,258,4.63,78,49.1,21.63,29.65,3.37,77.96,195,5,17,238,20,2244.35
DS_329,12.9196,80.107694,258,8.72,38,24.46,16.92,34.83,19.52,69.78,86,4,21,420,28,2368.4
DS_330,12.747731,80.157322,169,3.23,114,35.51,28.01,42.45,9.76,70.45,204,1,7,365,28,1342.11
DS_331,12.855973,79.981155,134,11.98,10,33.25,27.05,39.24,1.15,50.92,74,16,23,299,8,1336.43
DS_332,13.257846,80.02152,256,2.8,66,9.69,11.89,36.6,18.75,72.56,246,23,9,275,21,2805.59
DS_333,12.514393,79.860877,140,9.42,18,38.66,24.73,26.78,11.73,78.27,132,11,7,173,7,1412.36
DS_334,12.616073,80.012254,202,7.41,109,19.54,27.06,38.88,13.98,57.89,76,11,11,354,44,1707.26
DS_335,12.546003,80.476591,210,2.86,89,40.95,19.69,28.33,10.5,80.07,126,21,15,328,16,1808.51
DS_336,12.540729,80.461295,243,2.27,24,32.34,18.0,40.73,16.69,57.44,231,13,11,373,22,2245.05
DS_337,13.355461,80.034415,165,5.63,83,19.27,21.14,30.0,0.66,77.91,184,6,21,340,38,1395.16
DS_338,13.203658,80.199598,155,10.02,110,21.03,7.4,33.34,5.37,41.69,139,21,21,447,29,1374.85
DS_339,12.974174,80.436717,193,2.41,25,37.92,5.36,32.01,9.39,67.56,255,18,14,327,14,1779.24
DS_340,12.597834,79.804329,232,9.04,111,29.75,25.14,42.18,1.53,88.48,76,13,25,207,13,2024.4
DS_341,12.991616,80.367478,213,8.55,57,35.08,18.48,27.53,14.12,89.06,171,8,4,52,24,1871.61
DS_342,12.973472,80.463859,121,4.66,45,12.12,6.31,36.31,7.87,54.09,108,13,13,380,15,1103.29
DS_343,12.673202,79.863928,129,2.77,62,40.41,14.24,27.84,5.45,62.07,121,20,24,59,48,1170.43
DS_344,12.933852,79.913013,56,11.15,88,19.42,11.05,39.1,0.07,43.15,208,25,28,116,47,551.61
DS_345,12.898505,80.472522,118,5.0,12,32.89,26.64,43.1,14.4,83.67,276,16,20,218,17,1147.36
DS_346,13.11585,80.176278,136,3.11,28,10.16,16.69,33.69,16.68,68.43,140,35,24,481,31,1751.16
DS_347,13.135094,79.809938,57,8.82,50,19.46,18.59,34.76,7.9,59.26,117,20,21,99,45,579.06
DS_348,12.545304,79.980342,180,4.17,46,34.2,9.35,43.55,11.28,45.64,155,25,11,176,37,1597.38
DS_349,12.874613,80.114961,212,6.76,68,17.34,24.57,35.42,4.55,87.34,53,17,15,246,14,1901.2
DS_350,13.12586,80.285036,163,2.5,76,44.61,28.11,34.75,12.44,66.51,195,18,19,491,36,1361.48
DS_351,13.003136,80.313212,85,11.93,17,34.76,24.4,36.57,0.24,54.15,112,16,13,64,48,843.01
DS_352,13.35649,80.496795,149,6.48,97,44.16,16.31,38.78,9.77,57.51,136,5,19,171,32,1231.18
DS_353,13.158694,80.001258,128,11.99,23,22.79,25.55,27.14,12.88,53.53,273,16,28,97,12,1237.58
DS_354,12.662934,80.176754,79,5.86,70,6.53,8.07,41.42,18.36,70.09,253,5,4,163,6,609.41
DS_355,12.570569,80.173326,64,5.48,44,30.93,6.06,33.71,7.63,86.5,229,2,13,55,18,550.04
DS_356,13.142419,80.083952,270,11.15,25,20.26,14.83,26.45,15.3,82.83,261,14,10,53,20,3117.79
DS_357,12.526511,79.918413,245,5.29,80,25.17,7.9,40.72,11.95,63.02,160,2,20,328,36,2099.06
DS_358,13.085776,80.48422,275,6.32,114,35.65,10.0,32.54,18.54,81.32,240,22,8,222,8,2369.98
DS_359,13.44023,80.397322,136,2.78,44,36.53,18.8,27.01,7.97,61.16,222,14,19,370,3,1266.51
DS_360,13.075474,80.148833,107,11.55,17,6.24,13.91,37.68,6.38,52.62,189,0,6,105,30,1144.52
DS_361,12.88817,80.222272,276,2.85,69,39.62,26.38,42.6,17.74,89.17,185,20,4,496,6,2417.59
DS_362,13.143288,79.959083,205,9.71,21,27.21,9.09,42.76,0.98,55.19,295,2,14,64,12,1327.29
DS_363,12.958253,80.180651,272,7.39,58,30.05,29.91,44.15,2.73,56.19,71,4,24,437,39,2410.34
DS_364,13.045617,80.286479,219,2.61,119,18.41,12.7,42.35,1.65,89.48,140,13,12,140,35,1838.46
DS_365,13.441465,80.160617,146,2.02,89,23.94,16.92,25.04,16.86,46.7,218,3,11,254,7,1539.57
DS_366,12.886103,80.4932,195,11.36,77,36.97,6.57,32.6,0.21,78.03,165,21,23,296,25,1826.41
DS_367,13.461191,80.227939,182,9.42,44,39.95,18.64,41.37,17.23,86.79,90,8,14,288,26,1500.61
DS_368,13.405351,80.059682,186,8.86,54,22.42,28.95,32.33,9.03,65.59,130,17,23,409,47,1689.86
DS_369,12.695791,80.340506,261,6.39,50,36.1,23.23,37.03,0.08,40.13,172,9,18,465,25,2375.63
DS_370,12.569361,79.919324,151,4.39,118,16.61,9.59,37.13,8.03,58.75,106,14,38,58,44,1227.69
DS_371,12.600778,80.069161,164,8.8,70,42.44,14.95,32.3,3.74,45.58,209,23,32,278,41,1552.01
DS_372,12.518222,80.042871,186,8.08,105,32.44,14.49,43.09,12.49,60.81,176,1,18,266,13,1555.15
DS_373,12.594443,80.102265,67,9.26,85,39.88,5.64,35.06,13.59,79.5,274,19,9,234,19,551.19
DS_374,13.183007,80.347246,233,5.66,94,26.47,26.92,34.3,9.75,61.94,144,24,16,244,41,2036.77
DS_375,12.571189,80.138921,192,11.87,24,15.31,13.3,44.95,0.81,61.6,104,25,29,88,44,1879.78
DS_376,12.818976,80.35581,256,2.67,108,24.32,16.35,34.87,13.12,67.84,55,6,4,89,27,2158.43
DS_377,13.344875,80.203542,127,2.8,76,22.17,10.86,28.57,16.84,69.08,216,10,3,65,7,997.59
DS_378,12.523272,80.039449,111,11.17,68,19.97,7.11,35.26,14.41,82.81,58,4,23,130,4,998.28
DS_379,13.314468,80.366985,212,8.48,11,14.55,27.36,41.28,16.6,55.42,283,17,21,140,12,2049.93
DS_380,12.781855,79.966803,89,5.26,15,39.16,4.01,40.54,4.01,81.08,81,7,9,187,1,814.43
DS_381,12.618165,79.957068,228,9.62,66,8.89,13.8,40.77,17.78,68.3,213,16,30,230,47,2129.35
DS_382,13.196737,80.153152,284,6.53,25,44.94,22.73,39.16,6.44,55.03,177,1,24,114,13,2626.4
DS_383,13.128943,79.982594,173,2.21,32,12.88,11.34,30.08,0.27,54.76,65,8,19,164,48,1550.94
DS_384,13.377472,79.806361,109,8.51,104,49.09,15.04,42.24,16.87,58.06,189,22,10,99,2,915.75
DS_385,13.235071,80.253808,277,4.43,50,49.48,18.24,42.87,18.84,71.13,90,4,10,334,15,2427.59
DS_386,13.303481,80.157766,288,3.15,39,22.93,29.87,28.88,13.11,51.54,244,23,29,195,8,2650.32
DS_387,12.782035,80.111862,105,4.25,76,49.45,23.47,27.61,4.63,86.02,235,9,13,229,38,832.6
DS_388,12.67744,80.476878,283,6.76,64,44.11,29.11,44.51,5.03,68.75,268,17,24,465,1,2559.94
DS_389,13.250615,80.199839,133,2.5,89,8.71,21.71,42.37,9.33,86.0,268,18,21,412,10,1098.48
DS_390,13.306835,80.404402,252,10.83,13,47.63,10.26,42.86,17.96,42.32,186,15,3,210,23,2333.28
DS_391,13.490505,79.897615,298,7.6,119,6.91,10.76,42.73,2.99,57.13,174,11,4,428,42,3521.7
DS_392,12.912618,80.198445,90,4.93,109,13.19,25.21,35.83,16.52,41.14,66,1,21,412,28,630.15
DS_393,12.872018,80.407586,231,8.87,37,31.31,14.55,37.93,5.83,53.61,159,22,37,316,13,2175.62
DS_394,13.276413,80.208174,66,10.04,59,8.63,13.0,35.91,16.17,83.1,182,21,18,150,47,598.33
DS_395,12.840804,80.30261,154,8.14,37,12.28,28.52,26.02,18.41,41.83,75,0,16,462,39,1407.14
DS_396,13.430757,80.06043,74,4.02,62,47.91,3.36,39.91,8.55,61.81,262,23,17,197,21,686.56
DS_397,13.358413,79.864715,175,3.1,76,49.76,17.17,35.11,7.3,45.88,178,4,7,199,46,1493.27
DS_398,12.928994,80.12053,142,10.6,35,40.92,23.93,37.95,16.04,60.84,50,20,3,273,47,1844.64
DS_399,13.250871,80.076136,264,4.35,48,28.18,22.88,35.05,10.59,81.94,84,19,33,249,33,2437.92
DS_400,13.254543,80.406942,186,2.2,22,45.51,12.92,34.84,13.69,71.15,58,17,17,448,35,2342.74
DS_401,12.603124,79.970797,233,8.43,80,10.04,17.46,28.44,12.46,76.84,136,6,10,340,32,2011.6
DS_402,13.402553,80.476714,266,3.53,63,47.43,3.15,30.57,3.06,57.46,87,4,13,129,38,2342.18
DS_403,13.005252,80.470697,282,11.91,22,20.82,17.44,28.18,16.9,87.22,282,12,21,421,42,2690.28
DS_404,13.326457,79.973342,200,10.7,68,43.77,18.94,28.91,3.92,75.46,53,20,23,157,17,1845.25
DS_405,12.82005,80.043636,167,8.08,13,35.08,26.62,44.46,18.65,61.09,101,14,15,211,21,1555.55
DS_406,13.395523,80.426889,51,10.34,89,48.21,8.69,28.06,5.01,61.32,196,24,11,197,24,452.48
DS_407,12.889202,80.476636,94,6.71,66,43.91,25.28,30.39,14.68,85.93,278,16,15,254,36,837.93
DS_408,12.510838,80.110407,168,9.88,101,44.96,22.39,36.81,5.69,68.82,54,24,13,361,4,1445.5
DS_409,13.405382,80.024698,242,8.47,69,33.43,20.98,37.2,6.36,75.32,269,18,9,356,31,2160.81
DS_410,12.591287,80.168266,215,2.29,56,42.49,13.65,28.08,6.2,60.85,287,1,16,400,48,1868.92
DS_411,12.819314,80.281438,183,11.49,86,39.07,12.92,40.87,14.96,51.18,155,4,17,134,35,1632.22
DS_412,13.450062,79.991432,225,10.61,115,12.27,21.99,40.7,11.14,76.18,296,4,24,99,8,1912.17
DS_413,13.450607,80.315531,221,11.53,83,34.19,29.74,29.75,17.66,70.39,97,5,6,463,13,1632.55
DS_414,13.073438,79.83616,256,9.31,14,11.67,13.94,30.77,6.15,65.07,136,15,2,170,31,2393.53
DS_415,13.131837,79.834506,56,6.12,45,44.13,27.8,43.76,13.84,71.2,240,1,14,202,8,475.01
DS_416,12.948446,80.070401,115,4.07,28,7.97,18.84,41.51,15.06,50.41,87,4,15,399,22,1083.44
DS_417,12.793211,80.047431,239,3.8,39,49.42,26.44,38.96,3.03,79.7,101,14,20,248,44,2180.8
DS_418,12.828665,80.020943,207,3.45,50,23.03,8.86,26.64,8.01,87.41,136,0,16,275,47,1760.05
DS_419,13.172518,80.143714,270,4.21,57,12.68,23.58,33.37,9.66,84.56,95,18,12,309,44,2420.1
DS_420,13.252375,80.024514,125,7.51,37,47.11,25.54,36.19,7.11,56.07,259,2,2,112,8,971.35
DS_421,13.291579,79.934581,101,8.84,40,7.04,25.47,28.75,6.44,60.3,142,18,19,327,20,1235.73
DS_422,13.289618,80.016629,275,5.14,109,26.15,24.19,33.96,13.73,80.42,269,14,19,362,43,2378.41
DS_423,12.591206,80.482433,143,7.49,66,39.66,11.21,37.02,4.32,69.76,186,2,22,231,31,1693.08
DS_424,12.99442,80.087779,85,5.41,52,19.25,17.09,31.55,14.19,67.4,280,7,4,53,43,718.53
DS_425,12.557559,80.111299,84,8.97,74,28.8,11.09,40.62,18.7,86.33,99,14,8,242,9,748.65
DS_426,13.049529,80.203581,115,11.88,18,36.52,12.26,41.81,11.3,66.8,251,0,22,304,28,1133.56
DS_427,12.941531,80.488339,227,8.89,21,47.84,11.13,31.47,12.23,65.75,115,16,25,353,33,1588.29
DS_428,13.387704,79.969121,180,2.59,96,9.62,10.67,41.77,1.38,42.1,254,21,10,456,21,1404.76
DS_429,12.850915,80.276897,155,6.77,21,12.08,21.72,27.07,17.29,43.47,87,16,10,200,4,1458.19
DS_430,12.617067,80.301189,125,9.7,51,27.9,20.56,41.75,5.71,40.37,204,27,21,55,10,1210.7
DS_431,12.642992,80.225127,53,7.42,82,23.83,8.52,28.06,12.3,85.66,296,22,14,420,27,480.05
DS_432,13.261511,79.862005,104,11.51,62,23.49,21.67,26.66,19.58,60.42,154,0,1,497,23,983.68
DS_433,13.118218,80.273811,229,2.55,99,18.36,10.86,37.84,11.91,63.43,197,2,22,264,33,1935.98
DS_434,12.601123,79.844866,236,4.91,103,30.23,8.45,34.44,14.49,82.27,281,23,20,279,41,2028.24
DS_435,12.584107,80.2173,248,4.21,66,44.75,23.18,43.16,8.91,70.46,239,5,9,376,39,2137.25
DS_436,13.200969,80.317707,69,9.68,93,12.24,12.8,32.26,1.21,70.48,251,19,5,182,9,595.02
DS_437,12.572763,79.947679,68,7.24,25,14.69,18.37,30.74,15.95,54.83,65,20,3,466,25,692.38
DS_438,13.32186,80.389135,185,3.38,86,35.19,8.4,35.01,0.7,81.7,128,12,33,459,42,1611.55
DS_439,13.206242,79.821248,244,4.86,108,7.53,19.57,34.12,14.01,48.29,62,27,14,492,40,2774.55
DS_440,12.581349,80.390669,76,7.23,59,35.32,8.62,31.89,0.46,42.66,163,14,22,134,6,703.36
DS_441,12.584838,80.12223,256,11.96,13,19.15,7.51,38.87,17.25,49.58,151,10,10,467,43,2407.21
DS_442,13.48664,79.952312,185,5.64,98,21.1,13.44,40.19,3.15,53.39,197,21,11,203,6,1579.1
DS_443,12.874271,79.893645,67,3.57,22,23.25,24.33,42.06,10.29,54.12,201,5,15,251,47,631.76
DS_444,12.870642,80.467315,78,6.97,69,20.73,7.77,44.46,11.94,73.53,282,5,19,243,47,631.97
DS_445,13.3128,79.850866,95,5.1,37,42.85,6.16,30.33,9.15,50.89,227,8,20,69,14,852.9
DS_446,13.447249,79.939365,292,7.66,118,47.57,3.85,39.32,6.82,73.83,184,13,13,319,45,2820.06
DS_447,13.486001,80.043476,213,6.67,21,29.66,14.23,32.89,9.36,44.56,136,10,13,295,44,2011.75
DS_448,13.253378,80.234164,180,8.89,33,31.18,10.61,38.54,6.23,47.36,137,23,19,422,2,1714.17
DS_449,12.87626,80.181361,295,11.14,101,8.17,10.89,34.52,8.76,65.44,78,5,19,120,44,2581.79
DS_450,12.583501,79.88795,186,4.01,10,37.09,29.51,44.88,7.18,86.09,182,17,14,251,25,1741.69
DS_451,13.277147,80.00281,187,10.21,43,31.28,8.24,39.58,11.32,82.98,156,19,7,400,6,1725.27
DS_452,13.058404,79.967126,281,11.49,12,7.27,15.38,44.05,4.76,88.44,286,23,9,441,1,2648.48
DS_453,12.924222,79.94948,133,5.74,31,13.93,29.63,41.7,19.77,72.52,212,21,8,107,9,1217.33
DS_454,13.406354,80.087801,243,3.14,94,14.09,3.83,43.06,10.02,73.79,114,8,20,306,29,2061.87
DS_455,12.611197,80.292822,299,10.22,36,12.69,21.81,41.29,3.88,71.25,149,10,15,270,46,2700.01
DS_456,12.992625,79.952217,50,9.01,30,34.64,13.02,34.18,9.54,71.14,164,1,23,208,2,498.16
DS_457,12.511354,80.056675,268,4.13,95,46.78,27.46,30.04,17.33,47.36,259,5,2,185,37,2289.97
DS_458,12.968661,80.073642,181,6.45,22,39.33,27.62,32.41,0.44,67.19,247,22,11,257,28,1702.79
DS_459,12.556303,80.48352,225,7.78,53,26.48,13.45,25.4,13.59,59.3,136,13,6,287,24,2029.13
DS_460,12.618818,80.468266,150,3.7,89,23.18,8.98,35.48,10.96,62.13,123,13,16,388,45,1258.27
DS_461,12.617526,80.360096,145,9.15,119,22.39,14.56,35.1,3.39,66.18,184,23,14,267,3,830.68
DS_462,13.14921,79.969161,67,8.9,33,32.06,29.06,35.51,16.35,46.42,221,12,14,237,46,650.76
DS_463,13.246045,79.847626,127,10.87,55,21.16,10.6,44.48,7.38,57.97,249,30,19,239,4,1262.97
DS_464,13.083369,80.021833,94,7.67,26,15.18,29.5,43.23,5.88,43.17,62,4,20,443,5,882.09
DS_465,13.462173,79.986756,161,7.74,14,32.13,25.12,28.23,16.56,88.98,143,8,1,323,18,1534.94
DS_466,12.874871,80.154148,64,8.19,47,22.58,10.22,32.38,12.77,45.93,259,24,7,303,17,582.86
DS_467,12.785712,80.34441,228,4.74,68,5.64,24.36,33.48,17.97,52.93,127,21,35,243,37,2080.57
DS_468,13.368599,80.400826,238,9.59,115,6.0,4.34,32.21,12.6,84.56,252,6,4,398,35,1981.29
DS_469,12.723596,80.391405,53,8.62,36,17.34,17.8,40.97,14.82,64.14,173,1,2,371,11,475.6
DS_470,13.463223,80.051773,196,10.39,63,28.06,12.65,35.48,16.73,46.78,283,23,0,229,23,1738.53
DS_471,12.512154,80.281064,137,9.69,114,20.94,14.53,36.44,1.09,59.21,174,11,15,372,29,1403.68
DS_472,13.469879,80.018984,143,8.39,105,6.08,15.77,42.06,15.52,45.79,87,4,9,432,13,1140.25
DS_473,12.54316,79.842634,126,3.61,99,15.04,16.57,41.12,12.27,50.01,62,23,9,137,38,1024.97
DS_474,13.391143,80.291096,188,11.19,80,9.34,20.72,27.64,1.39,42.6,103,1,10,314,1,1614.94
DS_475,13.027701,79.806879,77,5.67,109,47.69,21.81,39.28,10.17,61.91,155,13,11,412,33,526.54
DS_476,13.492965,80.086428,291,11.64,64,19.08,29.34,33.71,1.65,80.33,93,6,7,353,19,2603.78
